UF,CÓDIGO DO MUNICÍPIO NO TSE,MUNICÍPIO, ELEITORADO 
RS,89320,NOVO XINGU," 1,601 "
RS,87734,OSÓRIO," 36,252 "
RS,87750,PAIM FILHO," 3,867 "
RS,89672,PALMARES DO SUL," 10,386 "
RS,87777,PALMEIRA DAS MISSÕES," 23,221 "
RS,87793,PALMITINHO," 5,749 "
RS,87815,PANAMBI," 31,082 "
RS,84980,PANTANO GRANDE," 8,210 "
RS,87831,PARAÍ," 6,121 "
RS,85987,PARAÍSO DO SUL," 5,291 "
RS,87327,PARECI NOVO," 3,239 "
RS,98256,PAROBÉ," 39,045 "
RS,88889,PASSA SETE," 3,728 "
RS,87343,PASSO DO SOBRADO," 4,904 "
RS,87858,PASSO FUNDO," 146,664 "
RS,89346,PAULO BENTO," 2,044 "
RS,85146,PAVERAMA," 5,853 "
RS,89567,PEDRAS ALTAS," 2,016 "
RS,87874,PEDRO OSÓRIO," 6,881 "
RS,87890,PEJUÇARA," 3,042 "
RS,87912,PELOTAS," 240,948 "
RS,87360,PICADA CAFÉ," 4,428 "
RS,85340,PINHAL," 2,250 "
RS,89362,PINHAL DA SERRA," 2,494 "
RS,87386,PINHAL GRANDE," 3,590 "
RS,87408,PINHEIRINHO DO VALE," 3,624 "
RS,87939,PINHEIRO MACHADO," 10,140 "
RS,89540,PINTO BANDEIRA," 2,333 "
RS,84778,PIRAPÓ," 2,320 "
RS,87955,PIRATINI," 14,505 "
RS,87971,PLANALTO," 7,856 "
RS,86126,POÇO DAS ANTAS," 2,028 "
RS,87424,PONTÃO," 3,255 "
RS,87440,PONTE PRETA," 1,790 "
RS,87998,PORTÃO," 25,094 "
RS,88013,PORTO ALEGRE," 1,082,726 "
RS,88030,PORTO LUCENA," 3,920 "
RS,87467,PORTO MAUÁ," 2,247 "
RS,87483,PORTO VERA CRUZ," 1,660 "
RS,88056,PORTO XAVIER," 7,633 "
RS,85421,POUSO NOVO," 1,577 "
RS,87505,PRESIDENTE LUCENA," 2,474 "
RS,84760,PROGRESSO," 4,787 "
RS,85405,PROTÁSIO ALVES," 1,856 "
RS,88072,PUTINGA," 3,852 "
RS,88099,QUARAÍ," 17,095 "
RS,89389,QUATRO IRMÃOS," 1,667 "
RS,87521,QUEVEDOS," 2,358 "
RS,84875,QUINZE DE NOVEMBRO," 3,516 "
RS,88110,REDENTORA," 6,620 "
RS,85766,RELVADO," 2,058 "
RS,88137,RESTINGA SÊCA," 12,169 "
RS,87548,RIO DOS ÍNDIOS," 2,917 "
RS,88153,RIO GRANDE," 154,247 "
RS,88170,RIO PARDO," 29,827 "
RS,85740,RIOZINHO," 3,974 "
RS,88196,ROCA SALES," 7,513 "
RS,88218,RODEIO BONITO," 4,885 "
RS,89400,ROLADOR," 2,329 "
RS,88234,ROLANTE," 15,663 "
RS,88250,RONDA ALTA," 7,322 "
RS,88277,RONDINHA," 4,669 "
RS,88293,ROQUE GONZALES," 5,314 "
RS,88315,ROSÁRIO DO SUL," 32,099 "
RS,87564,SAGRADA FAMÍLIA," 2,270 "
RS,85561,SALDANHA MARINHO," 2,669 "
RS,89753,SALTO DO JACUÍ," 7,929 "
RS,87580,SALVADOR DAS MISSÕES," 2,615 "
RS,88331,SALVADOR DO SUL," 5,317 "
RS,88358,SANANDUVA," 13,031 "
RS,88374,SANTA BÁRBARA DO SUL," 6,962 "
RS,89247,SANTA CECÍLIA DO SUL," 1,786 "
RS,87602,SANTA CLARA DO SUL," 5,219 "
RS,88390,SANTA CRUZ DO SUL," 103,396 "
RS,89443,SANTA MARGARIDA DO SUL," 2,662 "
RS,88412,SANTA MARIA," 204,282 "
RS,86207,SANTA MARIA DO HERVAL," 5,106 "
RS,88471,SANTA ROSA," 57,295 "
RS,87629,SANTA TEREZA," 1,713 "
RS,88498,SANTA VITÓRIA DO PALMAR," 24,586 "
RS,88439,SANTANA DA BOA VISTA," 6,480 "
RS,88455,SANT'ANA DO LIVRAMENTO," 73,165 "
RS,88510,SANTIAGO," 40,316 "
RS,88536,SANTO ÂNGELO," 61,133 "
RS,88552,SANTO ANTÔNIO DA PATRULHA," 33,638 "
RS,88579,SANTO ANTÔNIO DAS MISSÕES," 8,664 "
RS,87645,SANTO ANTÔNIO DO PALMA," 1,899 "
RS,87661,SANTO ANTÔNIO DO PLANALTO," 2,043 "
RS,88595,SANTO AUGUSTO," 11,059 "
RS,88617,SANTO CRISTO," 12,767 "
RS,87688,SANTO EXPEDITO DO SUL," 2,180 "
RS,88633,SÃO BORJA," 48,536 "
RS,84832,SÃO DOMINGOS DO SUL," 2,617 "
RS,88650,SÃO FRANCISCO DE ASSIS," 14,359 "
RS,88676,SÃO FRANCISCO DE PAULA," 15,158 "
RS,88692,SÃO GABRIEL," 46,248 "
RS,88714,SÃO JERÔNIMO," 14,855 "
RS,84859,SÃO JOÃO DA URTIGA," 4,086 "
RS,87700,SÃO JOÃO DO POLÊSINE," 2,542 "
RS,84794,SÃO JORGE," 2,434 "
RS,87769,SÃO JOSÉ DAS MISSÕES," 2,189 "
RS,85588,SÃO JOSÉ DO HERVAL," 2,070 "
RS,85324,SÃO JOSÉ DO HORTÊNCIO," 3,440 "
RS,87742,SÃO JOSÉ DO INHACORÁ," 2,195 "
RS,88730,SÃO JOSÉ DO NORTE," 19,867 "
RS,88757,SÃO JOSÉ DO OURO," 5,685 "
RS,89460,SÃO JOSÉ DO SUL," 1,909 "
RS,87726,SÃO JOSÉ DOS AUSENTES," 3,147 "
RS,88773,SÃO LEOPOLDO," 164,220 "
RS,88790,SÃO LOURENÇO DO SUL," 35,682 "
RS,88811,SÃO LUIZ GONZAGA," 26,897 "
RS,88838,SÃO MARCOS," 15,685 "
RS,88854,SÃO MARTINHO," 4,758 "
RS,87785,SÃO MARTINHO DA SERRA," 3,119 "
RS,85480,SÃO MIGUEL DAS MISSÕES," 5,716 "
RS,88870,SÃO NICOLAU," 4,009 "
RS,88897,SÃO PAULO DAS MISSÕES," 5,176 "
RS,87807,SÃO PEDRO DA SERRA," 3,089 "
RS,89486,SÃO PEDRO DAS MISSÕES," 1,578 "
RS,87823,SÃO PEDRO DO BUTIÁ," 2,492 "
RS,88919,SÃO PEDRO DO SUL," 12,449 "
RS,88935,SÃO SEBASTIÃO DO CAÍ," 16,595 "
RS,88951,SÃO SEPÉ," 16,791 "
RS,88978,SÃO VALENTIM," 3,095 "
RS,87840,SÃO VALENTIM DO SUL," 2,222 "
RS,87866,SÃO VALÉRIO DO SUL," 2,307 "
RS,85383,SÃO VENDELINO," 2,244 "
RS,86754,SÃO VICENTE DO SUL," 7,145 "
RS,88994,SAPIRANGA," 61,555 "
RS,89010,SAPUCAIA DO SUL," 103,934 "
RS,89036,SARANDI," 16,077 "
RS,89052,SEBERI," 8,659 "
RS,85707,SEDE NOVA," 2,381 "
RS,85529,SEGREDO," 5,484 "
RS,89079,SELBACH," 4,382 "
RS,88765,SENADOR SALGADO FILHO," 2,619 "
RS,87882,SENTINELA DO SUL," 4,124 "
RS,89095,SERAFINA CORRÊA," 12,202 "
RS,87904,SÉRIO," 2,000 "
RS,89117,SERTÃO," 4,841 "
RS,87920,SERTÃO SANTANA," 5,244 "
RS,88706,SETE DE SETEMBRO," 1,782 "
RS,89133,SEVERIANO DE ALMEIDA," 3,459 "
RS,84956,SILVEIRA MARTINS," 2,233 "
RS,87947,SINIMBU," 6,715 "
RS,89176,SOBRADINHO," 11,495 "
RS,89192,SOLEDADE," 20,884 "
RS,88722,TABAÍ," 3,859 "
RS,89214,TAPEJARA," 16,577 "
RS,89230,TAPERA," 7,881 "
RS,89257,TAPES," 11,090 "
RS,89273,TAQUARA," 41,351 "
RS,89290,TAQUARI," 19,301 "
RS,85669,TAQUARUÇU DO SUL," 2,633 "
RS,89710,TAVARES," 4,533 "
RS,89311,TENENTE PORTELA," 9,927 "
RS,85162,TERRA DE AREIA," 7,365 "
RS,98213,TEUTÔNIA," 24,423 "
RS,89508,TIO HUGO," 2,435 "
RS,87963,TIRADENTES DO SUL," 4,553 "
RS,88900,TOROPI," 2,676 "
RS,89338,TORRES," 29,836 "
RS,89354,TRAMANDAÍ," 35,890 "
RS,87980,TRAVESSEIRO," 1,929 "
RS,84743,TRÊS ARROIOS," 2,452 "
RS,85367,TRÊS CACHOEIRAS," 7,650 "
RS,89370,TRÊS COROAS," 17,352 "
RS,89397,TRÊS DE MAIO," 17,671 "
RS,88005,TRÊS FORQUILHAS," 2,901 "
RS,86142,TRÊS PALMEIRAS," 3,805 "
RS,89419,TRÊS PASSOS," 17,699 "
RS,85006,TRINDADE DO SUL," 4,960 "
RS,89435,TRIUNFO," 21,403 "
RS,89451,TUCUNDUVA," 4,760 "
RS,84840,TUNAS," 3,342 "
RS,88021,TUPANCI DO SUL," 1,477 "
RS,89478,TUPANCIRETÃ," 16,019 "
RS,85723,TUPANDI," 4,174 "
RS,89494,TUPARENDI," 7,087 "
RS,88501,TURUÇU," 3,351 "
RS,88609,UBIRETAMA," 1,878 "
RS,88048,UNIÃO DA SERRA," 1,503 "
RS,88480,UNISTALDA," 2,599 "
RS,89516,URUGUAIANA," 86,580 "
RS,89532,VACARIA," 46,665 "
RS,88064,VALE DO SOL," 8,140 "
RS,88080,VALE REAL," 4,697 "
RS,88668,VALE VERDE," 3,121 "
RS,84913,VANINI," 2,053 "
RS,89559,VENÂNCIO AIRES," 52,393 "
RS,89575,VERA CRUZ," 17,911 "
RS,89591,VERANÓPOLIS," 17,540 "
RS,88781,VESPASIANO CORRÊA," 2,241 "
RS,89613,VIADUTOS," 4,166 "
RS,89630,VIAMÃO," 155,816 "
RS,89656,VICENTE DUTRA," 3,780 "
RS,89699,VICTOR GRAEFF," 2,496 "
RS,86061,VILA FLORES," 3,268 "
RS,88749,VILA LÂNGARO," 2,147 "
RS,85642,VILA MARIA," 3,513 "
RS,88102,VILA NOVA DO SUL," 3,809 "
RS,85600,VISTA ALEGRE," 2,481 "
RS,85863,VISTA ALEGRE DO PRATA," 1,586 "
RS,85847,VISTA GAÚCHA," 2,626 "
RS,88129,VITÓRIA DAS MISSÕES," 3,353 "
RS,89524,WESTFALIA," 2,561 "
RS,88145,XANGRI-LÁ," 11,204 "
SC,80225,ABDON BATISTA," 2,423 "
SC,80012,ABELARDO LUZ," 12,619 "
SC,80039,AGROLÂNDIA," 7,880 "
SC,80055,AGRONÔMICA," 4,342 "
SC,80071,ÁGUA DOCE," 5,367 "
SC,80098,ÁGUAS DE CHAPECÓ," 4,715 "
SC,80500,ÁGUAS FRIAS," 2,474 "
SC,80110,ÁGUAS MORNAS," 5,769 "
SC,80136,ALFREDO WAGNER," 7,171 "
SC,81302,ALTO BELA VISTA," 1,900 "
SC,80152,ANCHIETA," 4,902 "
SC,80179,ANGELINA," 4,871 "
SC,80195,ANITA GARIBALDI," 7,407 "
SC,80217,ANITÁPOLIS," 3,007 "
SC,80233,ANTÔNIO CARLOS," 7,926 "
SC,80063,APIÚNA," 8,047 "
SC,80489,ARABUTÃ," 3,817 "
SC,80250,ARAQUARI," 22,620 "
SC,80276,ARARANGUÁ," 50,581 "
SC,80292,ARMAZÉM," 6,418 "
SC,80314,ARROIO TRINTA," 3,209 "
SC,80802,ARVOREDO," 2,447 "
SC,80330,ASCURRA," 6,152 "
SC,80357,ATALANTA," 2,899 "
SC,80373,AURORA," 5,061 "
SC,81728,BALNEÁRIO ARROIO DO SILVA," 10,880 "
SC,80683,BALNEÁRIO BARRA DO SUL," 10,403 "
SC,80390,BALNEÁRIO CAMBORIÚ," 90,447 "
SC,81744,BALNEÁRIO GAIVOTA," 9,408 "
SC,82511,BALNEÁRIO PIÇARRAS," 16,089 "
SC,83909,BALNEÁRIO RINCÃO," 12,180 "
SC,81582,BANDEIRANTE," 2,891 "
SC,81760,BARRA BONITA," 1,865 "
SC,80411,BARRA VELHA," 24,760 "
SC,81221,BELA VISTA DO TOLDO," 5,079 "
SC,80748,BELMONTE," 2,414 "
SC,80438,BENEDITO NOVO," 8,201 "
SC,80454,BIGUAÇU," 49,720 "
SC,80470,BLUMENAU," 247,014 "
SC,81280,BOCAINA DO SUL," 3,127 "
SC,83895,BOM JARDIM DA SERRA," 3,593 "
SC,81388,BOM JESUS," 2,483 "
SC,81469,BOM JESUS DO OESTE," 1,875 "
SC,80497,BOM RETIRO," 6,271 "
SC,80985,BOMBINHAS," 14,930 "
SC,80519,BOTUVERÁ," 4,188 "
SC,80535,BRAÇO DO NORTE," 24,086 "
SC,80420,BRAÇO DO TROMBUDO," 2,958 "
SC,81787,BRUNÓPOLIS," 2,753 "
SC,80551,BRUSQUE," 87,640 "
SC,80578,CAÇADOR," 52,510 "
SC,80594,CAIBI," 4,865 "
SC,80667,CALMON," 3,158 "
SC,80616,CAMBORIÚ," 51,322 "
SC,80632,CAMPO ALEGRE," 9,588 "
SC,80659,CAMPO BELO DO SUL," 5,913 "
SC,80675,CAMPO ERÊ," 7,096 "
SC,80691,CAMPOS NOVOS," 25,943 "
SC,80713,CANELINHA," 9,051 "
SC,80730,CANOINHAS," 41,885 "
SC,81248,CAPÃO ALTO," 2,897 "
SC,80756,CAPINZAL," 16,855 "
SC,81027,CAPIVARI DE BAIXO," 17,331 "
SC,80772,CATANDUVAS," 8,154 "
SC,80799,CAXAMBU DO SUL," 4,402 "
SC,80268,CELSO RAMOS," 2,518 "
SC,80381,CERRO NEGRO," 3,219 "
SC,81701,CHAPADÃO DO LAGEADO," 2,515 "
SC,80810,CHAPECÓ," 151,220 "
SC,80306,COCAL DO SUL," 13,806 "
SC,80837,CONCÓRDIA," 58,189 "
SC,81043,CORDILHEIRA ALTA," 3,954 "
SC,80853,CORONEL FREITAS," 8,112 "
SC,81108,CORONEL MARTINS," 1,985 "
SC,83950,CORREIA PINTO," 11,713 "
SC,80870,CORUPÁ," 11,032 "
SC,80896,CRICIÚMA," 146,371 "
SC,80918,CUNHA PORÃ," 8,350 "
SC,81620,CUNHATAÍ," 1,746 "
SC,80934,CURITIBANOS," 30,843 "
SC,80950,DESCANSO," 6,940 "
SC,80977,DIONÍSIO CERQUEIRA," 11,558 "
SC,80993,DONA EMMA," 3,165 "
SC,80080,DOUTOR PEDRINHO," 2,964 "
SC,81426,ENTRE RIOS," 2,974 "
SC,81167,ERMO," 2,125 "
SC,81019,ERVAL VELHO," 3,980 "
SC,81035,FAXINAL DOS GUEDES," 8,725 "
SC,81604,FLOR DO SERTÃO," 1,684 "
SC,81051,FLORIANÓPOLIS," 357,049 "
SC,80888,FORMOSA DO SUL," 2,379 "
SC,81060,FORQUILHINHA," 19,694 "
SC,81078,FRAIBURGO," 27,750 "
SC,81329,FREI ROGÉRIO," 2,250 "
SC,81094,GALVÃO," 2,674 "
SC,81132,GAROPABA," 19,023 "
SC,81159,GARUVA," 10,792 "
SC,81175,GASPAR," 47,438 "
SC,81116,GOVERNADOR CELSO RAMOS," 14,099 "
SC,81191,GRÃO-PARÁ," 5,636 "
SC,81213,GRAVATAL," 8,826 "
SC,81230,GUABIRUBA," 15,127 "
SC,81256,GUARACIABA," 8,931 "
SC,81272,GUARAMIRIM," 30,590 "
SC,81299,GUARUJÁ DO SUL," 4,038 "
SC,80527,GUATAMBÚ," 5,649 "
SC,81310,HERVAL D'OESTE," 16,545 "
SC,81400,IBIAM," 1,772 "
SC,81337,IBICARÉ," 2,990 "
SC,81353,IBIRAMA," 14,893 "
SC,81370,IÇARA," 40,564 "
SC,81396,ILHOTA," 10,926 "
SC,81418,IMARUÍ," 9,157 "
SC,81434,IMBITUBA," 37,071 "
SC,81450,IMBUIA," 4,757 "
SC,81477,INDAIAL," 46,064 "
SC,81361,IOMERÊ," 2,794 "
SC,81493,IPIRA," 3,825 "
SC,80020,IPORÃ DO OESTE," 7,130 "
SC,80829,IPUAÇU," 5,429 "
SC,81515,IPUMIRIM," 5,985 "
SC,80187,IRACEMINHA," 3,657 "
SC,81531,IRANI," 7,309 "
SC,80861,IRATI," 2,045 "
SC,81558,IRINEÓPOLIS," 7,939 "
SC,81574,ITÁ," 6,042 "
SC,81590,ITAIÓPOLIS," 16,543 "
SC,81612,ITAJAÍ," 147,784 "
SC,81639,ITAPEMA," 44,264 "
SC,81655,ITAPIRANGA," 12,143 "
SC,81663,ITAPOÁ," 14,481 "
SC,81671,ITUPORANGA," 18,392 "
SC,81698,JABORÁ," 3,776 "
SC,81710,JACINTO MACHADO," 9,061 "
SC,81736,JAGUARUNA," 14,539 "
SC,81752,JARAGUÁ DO SUL," 114,223 "
SC,81140,JARDINÓPOLIS," 1,598 "
SC,81779,JOAÇABA," 22,154 "
SC,81795,JOINVILLE," 403,526 "
SC,80101,JOSÉ BOITEUX," 4,193 "
SC,81540,JUPIÁ," 2,041 "
SC,81817,LACERDÓPOLIS," 2,001 "
SC,81833,LAGES," 123,001 "
SC,81850,LAGUNA," 34,550 "
SC,80586,LAJEADO GRANDE," 1,397 "
SC,81876,LAURENTINO," 5,928 "
SC,81892,LAURO MÜLLER," 12,223 "
SC,81914,LEBON RÉGIS," 8,943 "
SC,81930,LEOBERTO LEAL," 3,104 "
SC,80047,LINDÓIA DO SUL," 3,635 "
SC,81957,LONTRAS," 8,940 "
SC,81973,LUIZ ALVES," 9,660 "
SC,81809,LUZERNA," 5,002 "
SC,80900,MACIEIRA," 1,771 "
SC,81990,MAFRA," 40,255 "
SC,82015,MAJOR GERCINO," 3,058 "
SC,82031,MAJOR VIEIRA," 5,758 "
SC,83917,MARACAJÁ," 6,209 "
SC,82058,MARAVILHA," 19,664 "
SC,82066,MAREMA," 2,007 "
SC,82074,MASSARANDUBA," 12,806 "
SC,82090,MATOS COSTA," 2,454 "
SC,82112,MELEIRO," 5,965 "
SC,80365,MIRIM DOCE," 2,327 "
SC,82139,MODELO," 3,329 "
SC,82155,MONDAÍ," 7,660 "
SC,80004,MONTE CARLO," 7,173 "
SC,82171,MONTE CASTELO," 7,211 "
SC,82198,MORRO DA FUMAÇA," 13,183 "
SC,81086,MORRO GRANDE," 2,767 "
SC,82210,NAVEGANTES," 56,001 "
SC,82236,NOVA ERECHIM," 3,810 "
SC,80322,NOVA ITABERABA," 3,972 "
SC,82252,NOVA TRENTO," 10,432 "
SC,82279,NOVA VENEZA," 11,914 "
SC,80764,NOVO HORIZONTE," 2,407 "
SC,82295,ORLEANS," 18,824 "
SC,83976,OTACÍLIO COSTA," 13,454 "
SC,82317,OURO," 5,800 "
SC,80845,OURO VERDE," 1,985 "
SC,81442,PAIAL," 1,908 "
SC,81264,PAINEL," 2,501 "
SC,82333,PALHOÇA," 126,585 "
SC,82350,PALMA SOLA," 5,760 "
SC,81566,PALMEIRA," 2,881 "
SC,82376,PALMITOS," 12,070 "
SC,82392,PAPANDUVA," 13,785 "
SC,80705,PARAÍSO," 3,709 "
SC,80403,PASSO DE TORRES," 6,349 "
SC,80624,PASSOS MAIA," 3,213 "
SC,82414,PAULO LOPES," 6,257 "
SC,82430,PEDRAS GRANDES," 4,188 "
SC,82457,PENHA," 19,896 "
SC,82473,PERITIBA," 2,736 "
SC,83925,PESCARIA BRAVA," 7,365 "
SC,82490,PETROLÂNDIA," 5,212 "
SC,82538,PINHALZINHO," 14,367 "
SC,82554,PINHEIRO PRETO," 2,704 "
SC,82570,PIRATUBA," 5,118 "
SC,80543,PLANALTO ALEGRE," 2,767 "
SC,82597,POMERODE," 24,557 "
SC,82619,PONTE ALTA," 4,132 "
SC,80926,PONTE ALTA DO NORTE," 2,616 "
SC,82635,PONTE SERRADA," 7,806 "
SC,82651,PORTO BELO," 14,752 "
SC,82678,PORTO UNIÃO," 25,510 "
SC,82694,POUSO REDONDO," 11,435 "
SC,82716,PRAIA GRANDE," 6,110 "
SC,82732,PRESIDENTE CASTELLO BRANCO," 1,632 "
SC,82759,PRESIDENTE GETÚLIO," 13,077 "
SC,82775,PRESIDENTE NEREU," 2,246 "
SC,81647,PRINCESA," 2,529 "
SC,82791,QUILOMBO," 8,024 "
SC,82813,RANCHO QUEIMADO," 3,072 "
SC,82830,RIO DAS ANTAS," 5,286 "
SC,82856,RIO DO CAMPO," 5,184 "
SC,82872,RIO DO OESTE," 5,940 "
SC,82910,RIO DO SUL," 49,829 "
SC,82899,RIO DOS CEDROS," 8,662 "
SC,82937,RIO FORTUNA," 4,327 "
SC,82953,RIO NEGRINHO," 31,476 "
SC,80608,RIO RUFINO," 2,290 "
SC,80560,RIQUEZA," 4,076 "
SC,82970,RODEIO," 9,822 "
SC,82996,ROMELÂNDIA," 3,805 "
SC,83011,SALETE," 6,004 "
SC,81523,SALTINHO," 3,254 "
SC,83038,SALTO VELOSO," 3,475 "
SC,81000,SANGÃO," 8,255 "
SC,83054,SANTA CECÍLIA," 12,939 "
SC,80721,SANTA HELENA," 2,275 "
SC,83070,SANTA ROSA DE LIMA," 1,994 "
SC,80241,SANTA ROSA DO SUL," 7,188 "
SC,80349,SANTA TEREZINHA," 6,464 "
SC,81507,SANTA TEREZINHA DO PROGRESSO," 2,408 "
SC,81205,SANTIAGO DO SUL," 1,440 "
SC,83097,SANTO AMARO DA IMPERATRIZ," 17,936 "
SC,83119,SÃO BENTO DO SUL," 61,672 "
SC,81485,SÃO BERNARDINO," 2,423 "
SC,83135,SÃO BONIFÁCIO," 2,707 "
SC,83151,SÃO CARLOS," 8,202 "
SC,80942,SÃO CRISTÓVÃO DO SUL," 3,471 "
SC,83178,SÃO DOMINGOS," 7,107 "
SC,83194,SÃO FRANCISCO DO SUL," 37,386 "
SC,83216,SÃO JOÃO BATISTA," 22,008 "
SC,81124,SÃO JOÃO DO ITAPERIÚ," 3,657 "
SC,80640,SÃO JOÃO DO OESTE," 5,099 "
SC,83232,SÃO JOÃO DO SUL," 6,397 "
SC,83259,SÃO JOAQUIM," 18,997 "
SC,83275,SÃO JOSÉ," 170,817 "
SC,83291,SÃO JOSÉ DO CEDRO," 11,370 "
SC,83313,SÃO JOSÉ DO CERRITO," 7,166 "
SC,83330,SÃO LOURENÇO DO OESTE," 18,668 "
SC,83356,SÃO LUDGERO," 8,838 "
SC,83372,SÃO MARTINHO," 3,257 "
SC,80780,SÃO MIGUEL DA BOA VISTA," 1,695 "
SC,83399,SÃO MIGUEL DO OESTE," 30,930 "
SC,81183,SÃO PEDRO DE ALCÂNTARA," 3,880 "
SC,83410,SAUDADES," 7,421 "
SC,83437,SCHROEDER," 13,330 "
SC,83453,SEARA," 14,346 "
SC,80284,SERRA ALTA," 2,770 "
SC,83470,SIDERÓPOLIS," 10,922 "
SC,83496,SOMBRIO," 22,218 "
SC,80446,SUL BRASIL," 2,406 "
SC,83518,TAIÓ," 14,169 "
SC,83534,TANGARÁ," 6,499 "
SC,81680,TIGRINHOS," 1,973 "
SC,83550,TIJUCAS," 28,948 "
SC,83933,TIMBÉ DO SUL," 4,484 "
SC,83577,TIMBÓ," 32,602 "
SC,80209,TIMBÓ GRANDE," 5,701 "
SC,83593,TRÊS BARRAS," 14,696 "
SC,81345,TREVISO," 4,052 "
SC,83615,TREZE DE MAIO," 6,528 "
SC,83631,TREZE TÍLIAS," 5,905 "
SC,83658,TROMBUDO CENTRAL," 5,097 "
SC,83674,TUBARÃO," 78,494 "
SC,83682,TUNÁPOLIS," 3,943 "
SC,83690,TURVO," 9,589 "
SC,80144,UNIÃO DO OESTE," 2,469 "
SC,83712,URUBICI," 8,289 "
SC,80160,URUPEMA," 2,303 "
SC,83739,URUSSANGA," 17,263 "
SC,83755,VARGEÃO," 2,834 "
SC,80462,VARGEM," 2,601 "
SC,80969,VARGEM BONITA," 4,088 "
SC,83771,VIDAL RAMOS," 5,286 "
SC,83798,VIDEIRA," 37,714 "
SC,80128,VITOR MEIRELES," 4,496 "
SC,83810,WITMARSUM," 3,416 "
SC,83836,XANXERÊ," 35,687 "
SC,83852,XAVANTINA," 3,525 "
SC,83879,XAXIM," 21,974 "
SC,81825,ZORTÉA," 2,874 "
SE,31011,AMPARO DE SÃO FRANCISCO," 2,666 "
SE,31038,AQUIDABÃ," 16,171 "
SE,31054,ARACAJU," 404,901 "
SE,31070,ARAUÁ," 9,206 "
SE,31097,AREIA BRANCA," 13,456 "
SE,31119,BARRA DOS COQUEIROS," 23,978 "
SE,31151,BOQUIM," 20,880 "
SE,31135,BREJO GRANDE," 6,742 "
SE,31194,CAMPO DO BRITO," 14,346 "
SE,31216,CANHOBA," 4,306 "
SE,31232,CANINDÉ DE SÃO FRANCISCO," 22,820 "
SE,31259,CAPELA," 24,994 "
SE,31275,CARIRA," 16,476 "
SE,31291,CARMÓPOLIS," 13,029 "
SE,31313,CEDRO DE SÃO JOÃO," 5,151 "
SE,31330,CRISTINÁPOLIS," 13,629 "
SE,31372,CUMBE," 4,009 "
SE,31399,DIVINA PASTORA," 3,936 "
SE,31410,ESTÂNCIA," 47,613 "
SE,31437,FEIRA NOVA," 5,620 "
SE,31453,FREI PAULO," 12,693 "
SE,31496,GARARU," 8,852 "
SE,31470,GENERAL MAYNARD," 2,906 "
SE,31518,GRACCHO CARDOSO," 5,869 "
SE,31534,ILHA DAS FLORES," 7,331 "
SE,31550,INDIAROBA," 12,514 "
SE,31577,ITABAIANA," 68,745 "
SE,31593,ITABAIANINHA," 29,643 "
SE,31615,ITABI," 4,438 "
SE,31631,ITAPORANGA D'AJUDA," 27,201 "
SE,31658,JAPARATUBA," 14,115 "
SE,31674,JAPOATÃ," 10,668 "
SE,31690,LAGARTO," 74,041 "
SE,31712,LARANJEIRAS," 21,593 "
SE,31739,MACAMBIRA," 6,249 "
SE,31755,MALHADA DOS BOIS," 3,880 "
SE,31771,MALHADOR," 9,766 "
SE,31798,MARUIM," 12,240 "
SE,31810,MOITA BONITA," 9,152 "
SE,31836,MONTE ALEGRE DE SERGIPE," 11,539 "
SE,31852,MURIBECA," 6,898 "
SE,31879,NEÓPOLIS," 13,828 "
SE,31356,NOSSA SENHORA APARECIDA," 7,109 "
SE,31895,NOSSA SENHORA DA GLÓRIA," 26,611 "
SE,31917,NOSSA SENHORA DAS DORES," 20,368 "
SE,31933,NOSSA SENHORA DE LOURDES," 5,592 "
SE,31950,NOSSA SENHORA DO SOCORRO," 109,118 "
SE,31976,PACATUBA," 11,447 "
SE,31992,PEDRA MOLE," 3,181 "
SE,32018,PEDRINHAS," 7,302 "
SE,32034,PINHÃO," 5,329 "
SE,32050,PIRAMBU," 8,169 "
SE,32077,POÇO REDONDO," 20,599 "
SE,32093,POÇO VERDE," 18,674 "
SE,32115,PORTO DA FOLHA," 22,581 "
SE,32131,PROPRIÁ," 19,362 "
SE,32158,RIACHÃO DO DANTAS," 16,817 "
SE,32174,RIACHUELO," 8,019 "
SE,32190,RIBEIRÓPOLIS," 13,809 "
SE,32212,ROSÁRIO DO CATETE," 8,509 "
SE,32239,SALGADO," 16,159 "
SE,32255,SANTA LUZIA DO ITANHY," 11,417 "
SE,32298,SANTA ROSA DE LIMA," 4,073 "
SE,31003,SANTANA DO SÃO FRANCISCO," 5,688 "
SE,32310,SANTO AMARO DAS BROTAS," 9,535 "
SE,32336,SÃO CRISTÓVÃO," 56,112 "
SE,32352,SÃO DOMINGOS," 8,056 "
SE,32379,SÃO FRANCISCO," 3,490 "
SE,32395,SÃO MIGUEL DO ALEIXO," 3,993 "
SE,32417,SIMÃO DIAS," 34,219 "
SE,32433,SIRIRI," 6,678 "
SE,32450,TELHA," 3,424 "
SE,32476,TOBIAS BARRETO," 38,887 "
SE,32492,TOMAR DO GERU," 9,735 "
SE,32514,UMBAÚBA," 18,255 "
SP,61018,ADAMANTINA," 27,672 "
SP,61034,ADOLFO," 4,348 "
SP,61050,AGUAÍ," 23,247 "
SP,61077,ÁGUAS DA PRATA," 6,284 "
SP,61093,ÁGUAS DE LINDÓIA," 14,816 "
SP,70190,ÁGUAS DE SANTA BÁRBARA," 5,195 "
