Ranking IDHM 2010,Município,IDHM 2010,"IDHM 
Renda 
2010",IDHM Longevidade 2010,IDHM Educação 2010
3162,Frei Inocêncio (MG),"0,648","0,624","0,779","0,559"
3163,Felixlândia (MG),"0,648","0,651","0,815","0,514"
3164,Cabeceira Grande (MG),"0,648","0,638","0,788","0,542"
3165,Ubajara (CE),"0,648","0,595","0,769","0,594"
3166,Capela Nova (MG),"0,648","0,602","0,797","0,568"
3167,Cardoso Moreira (RJ),"0,648","0,653","0,782","0,534"
3168,São João do Oriente (MG),"0,648","0,631","0,805","0,536"
3169,Santa Maria de Itabira (MG),"0,648","0,622","0,821","0,533"
3170,Reserva do Iguaçu (PR),"0,648","0,636","0,820","0,521"
3171,Passa-Vinte (MG),"0,648","0,662","0,809","0,507"
3172,Brejo Santo (CE),"0,647","0,596","0,768","0,592"
3173,Presidente Figueiredo (AM),"0,647","0,627","0,802","0,538"
3174,Santana do Jacaré (MG),"0,647","0,655","0,790","0,523"
3175,Cachoeira (BA),"0,647","0,615","0,762","0,577"
3176,Caracol (MS),"0,647","0,628","0,826","0,522"
3177,Valença do Piauí (PI),"0,647","0,620","0,773","0,566"
3178,Vila Boa (GO),"0,647","0,619","0,818","0,534"
3179,Salinópolis (PA),"0,647","0,628","0,798","0,541"
3180,Ibatiba (ES),"0,647","0,651","0,830","0,501"
3181,Estância (SE),"0,647","0,627","0,782","0,552"
3182,Santana dos Montes (MG),"0,647","0,608","0,801","0,557"
3183,Munhoz (MG),"0,647","0,634","0,821","0,520"
3184,Bocaina do Sul (SC),"0,647","0,642","0,768","0,549"
3185,Goiabeira (MG),"0,647","0,628","0,799","0,539"
3186,São Sebastião do Alto (RJ),"0,646","0,638","0,789","0,536"
3187,Alpercata (MG),"0,646","0,629","0,824","0,521"
3188,Lontra (MG),"0,646","0,589","0,794","0,577"
3189,Carvalhos (MG),"0,646","0,667","0,820","0,492"
3190,Cascavel (CE),"0,646","0,587","0,793","0,578"
3191,Cacaulândia (RO),"0,646","0,664","0,801","0,506"
3192,Piracema (MG),"0,646","0,646","0,809","0,515"
3193,Vale Verde (RS),"0,646","0,666","0,816","0,497"
3194,Santo Amaro (BA),"0,646","0,626","0,772","0,559"
3195,Itamarandiba (MG),"0,646","0,618","0,798","0,547"
3196,Fernandes Tourinho (MG),"0,646","0,608","0,807","0,550"
3197,Penaforte (CE),"0,646","0,566","0,761","0,626"
3198,Lucrécia (RN),"0,646","0,624","0,785","0,551"
3199,Xinguara (PA),"0,646","0,671","0,800","0,503"
3200,São Miguel do Guaporé (RO),"0,646","0,644","0,781","0,537"
3201,Muniz Freire (ES),"0,645","0,637","0,821","0,512"
3202,Taparuba (MG),"0,645","0,604","0,799","0,557"
3203,Tibau do Sul (RN),"0,645","0,672","0,794","0,504"
3204,Vila Bela da Santíssima Trindade (MT),"0,645","0,644","0,843","0,495"
3205,Simolândia (GO),"0,645","0,595","0,826","0,546"
3206,General Maynard (SE),"0,645","0,609","0,776","0,567"
3207,Porto Alegre do Tocantins (TO),"0,645","0,586","0,785","0,584"
3208,Bocaina de Minas (MG),"0,645","0,665","0,848","0,476"
3209,Ouro Branco (RN),"0,645","0,610","0,789","0,558"
3210,Tabuleiro do Norte (CE),"0,645","0,620","0,791","0,547"
3211,Jatobá (PE),"0,645","0,604","0,775","0,573"
3212,São Nicolau (RS),"0,645","0,658","0,778","0,523"
3213,Foz do Jordão (PR),"0,645","0,654","0,828","0,496"
3214,Paragominas (PA),"0,645","0,667","0,781","0,514"
3215,Águas Formosas (MG),"0,645","0,624","0,811","0,531"
3216,Manfrinópolis (PR),"0,645","0,642","0,805","0,520"
3217,Vera Cruz (BA),"0,645","0,632","0,817","0,520"
3218,Fernandes Pinheiro (PR),"0,645","0,647","0,791","0,525"
3219,Durandé (MG),"0,645","0,626","0,842","0,508"
3220,Antônio Dias (MG),"0,645","0,624","0,849","0,507"
3221,São João do Piauí (PI),"0,645","0,615","0,769","0,567"
3222,Mutum (MG),"0,644","0,635","0,822","0,511"
3223,Crixás do Tocantins (TO),"0,644","0,603","0,798","0,555"
3224,Itacoatiara (AM),"0,644","0,618","0,811","0,534"
3225,Crateús (CE),"0,644","0,618","0,787","0,550"
3226,Messias Targino (RN),"0,644","0,608","0,779","0,565"
3227,Diamante D'Oeste (PR),"0,644","0,647","0,776","0,532"
3228,Forquilha (CE),"0,644","0,583","0,760","0,602"
3229,Cristal (RS),"0,644","0,687","0,826","0,471"
3230,Iaciara (GO),"0,644","0,615","0,826","0,527"
3231,Senador Firmino (MG),"0,644","0,639","0,829","0,505"
3232,São Miguel do Anta (MG),"0,644","0,616","0,828","0,523"
3233,Engenheiro Caldas (MG),"0,644","0,632","0,815","0,518"
3234,Antônio João (MS),"0,643","0,633","0,799","0,526"
3235,Rio Crespo (RO),"0,643","0,637","0,813","0,513"
3236,Monte Carlo (SC),"0,643","0,648","0,804","0,511"
3237,Nova Crixás (GO),"0,643","0,674","0,813","0,485"
3238,Serranos (MG),"0,643","0,638","0,834","0,499"
3239,São Valério (TO),"0,643","0,605","0,814","0,539"
3240,Rio Largo (AL),"0,643","0,616","0,788","0,547"
3241,Teixeirópolis (RO),"0,643","0,653","0,818","0,498"
3242,Alvorada D'Oeste (RO),"0,643","0,654","0,763","0,534"
3243,Calçoene (AP),"0,643","0,636","0,759","0,550"
3244,Mirante da Serra (RO),"0,643","0,673","0,800","0,494"
3245,Lagoão (RS),"0,643","0,641","0,822","0,505"
3246,Hulha Negra (RS),"0,643","0,653","0,796","0,512"
3247,Nova Brasilândia D'Oeste (RO),"0,643","0,664","0,763","0,524"
3248,Nazaré (TO),"0,643","0,584","0,792","0,576"
3249,Jequitaí (MG),"0,643","0,605","0,797","0,552"
3250,Governador Mangabeira (BA),"0,643","0,594","0,754","0,594"
3251,Carmópolis (SE),"0,643","0,623","0,783","0,546"
3252,Palmeiras (BA),"0,643","0,608","0,782","0,560"
3253,Argirita (MG),"0,643","0,645","0,817","0,505"
3254,Quixeramobim (CE),"0,642","0,592","0,789","0,567"
3255,Amapá (AP),"0,642","0,631","0,790","0,532"
3256,Marechal Deodoro (AL),"0,642","0,641","0,793","0,520"
3257,Belém do São Francisco (PE),"0,642","0,611","0,784","0,553"
3258,Florânia (RN),"0,642","0,611","0,775","0,560"
3259,Santa Rita do Pardo (MS),"0,642","0,655","0,800","0,505"
3260,Laranjeiras (SE),"0,642","0,589","0,772","0,582"
3261,Itabaiana (SE),"0,642","0,645","0,801","0,513"
3262,Almenara (MG),"0,642","0,636","0,803","0,518"
3263,Manga (MG),"0,642","0,624","0,799","0,530"
3264,Almeirim (PA),"0,642","0,659","0,809","0,497"
3265,Corrente (PI),"0,642","0,620","0,789","0,540"
3266,Passabém (MG),"0,642","0,631","0,787","0,533"
3267,Santana do Seridó (RN),"0,642","0,595","0,767","0,580"
3268,Babaçulândia (TO),"0,642","0,589","0,792","0,568"
3269,Barrolândia (TO),"0,642","0,600","0,817","0,541"
3270,São Vicente (RN),"0,642","0,606","0,787","0,556"
3271,Nova Laranjeiras (PR),"0,642","0,614","0,833","0,517"
3272,São Valério do Sul (RS),"0,642","0,674","0,816","0,480"
3273,Malta (PB),"0,642","0,620","0,800","0,533"
3274,Coração de Jesus (MG),"0,642","0,575","0,808","0,570"
3275,Nazaré (BA),"0,641","0,637","0,777","0,532"
3276,Barra do Turvo (SP),"0,641","0,625","0,792","0,532"
3277,Itacarambi (MG),"0,641","0,593","0,787","0,564"
3278,Nova Porteirinha (MG),"0,641","0,584","0,811","0,556"
3279,Taquaritinga do Norte (PE),"0,641","0,636","0,796","0,520"
3280,João Lisboa (MA),"0,641","0,585","0,785","0,573"
3281,São Mamede (PB),"0,641","0,617","0,765","0,558"
3282,Aquiraz (CE),"0,641","0,608","0,788","0,550"
3283,Alta Floresta D'Oeste (RO),"0,641","0,657","0,763","0,526"
3284,Amparo do Serra (MG),"0,641","0,616","0,811","0,528"
3285,Campo Belo do Sul (SC),"0,641","0,648","0,768","0,528"
3286,Primavera de Rondônia (RO),"0,641","0,645","0,799","0,512"
3287,Frei Martinho (PB),"0,641","0,631","0,770","0,542"
3288,Axixá (MA),"0,641","0,535","0,776","0,634"
3289,Coxixola (PB),"0,641","0,586","0,794","0,567"
3290,Goioxim (PR),"0,641","0,593","0,813","0,547"
3291,Vitória de Santo Antão (PE),"0,640","0,629","0,768","0,543"
3292,Bocaiúva do Sul (PR),"0,640","0,679","0,816","0,473"
3293,Pedras Altas (RS),"0,640","0,647","0,820","0,493"
3294,Timbaúba dos Batistas (RN),"0,640","0,614","0,723","0,591"
3295,São Domingos (BA),"0,640","0,601","0,757","0,575"
3296,Macaíba (RN),"0,640","0,613","0,784","0,545"
3297,Itaituba (PA),"0,640","0,644","0,800","0,510"
3298,Itapipoca (CE),"0,640","0,562","0,761","0,613"
3299,Carmolândia (TO),"0,640","0,621","0,810","0,521"
3300,Conceição do Araguaia (PA),"0,640","0,631","0,770","0,540"
3301,Santa Maria do Suaçuí (MG),"0,640","0,629","0,817","0,511"
3302,Formoso (MG),"0,640","0,616","0,834","0,510"
3303,São Gonçalo do Rio Preto (MG),"0,640","0,593","0,815","0,542"
3304,Porto Grande (AP),"0,640","0,610","0,777","0,554"
3305,São Romão (MG),"0,640","0,586","0,787","0,568"
3306,Senador Guiomard (AC),"0,640","0,649","0,786","0,513"
3307,São João do Manteninha (MG),"0,640","0,623","0,805","0,522"
3308,Machacalis (MG),"0,640","0,607","0,783","0,552"
3309,Catolé do Rocha (PB),"0,640","0,617","0,787","0,539"
3310,Rio Branco do Ivaí (PR),"0,640","0,624","0,783","0,537"
3311,Rondolândia (MT),"0,640","0,619","0,800","0,530"
3312,Ribeirão Branco (SP),"0,639","0,592","0,797","0,553"
3313,Piedade de Ponte Nova (MG),"0,639","0,616","0,802","0,528"
3314,Paudalho (PE),"0,639","0,612","0,782","0,545"
3315,Araguacema (TO),"0,639","0,587","0,805","0,553"
3316,Nioaque (MS),"0,639","0,658","0,822","0,483"
3317,Novo Acordo (TO),"0,639","0,618","0,797","0,530"
3318,Caroebe (RR),"0,639","0,600","0,791","0,549"
3319,Dois Irmãos do Buriti (MS),"0,639","0,640","0,773","0,528"
3320,Tefé (AM),"0,639","0,637","0,801","0,511"
3321,Apodi (RN),"0,639","0,611","0,747","0,571"
3322,Delta (MG),"0,639","0,672","0,808","0,481"
3323,Palmital (PR),"0,639","0,647","0,791","0,511"
3324,São Félix do Coribe (BA),"0,639","0,601","0,784","0,555"
3325,São Félix (BA),"0,639","0,582","0,769","0,583"
3326,Luzinópolis (TO),"0,639","0,593","0,726","0,605"
3327,Uruburetama (CE),"0,639","0,564","0,760","0,608"
3328,Mariluz (PR),"0,639","0,653","0,794","0,504"
3329,Água Branca (PI),"0,639","0,600","0,763","0,569"
3330,São Francisco de Itabapoana (RJ),"0,639","0,618","0,791","0,533"
3331,Desterro de Entre Rios (MG),"0,639","0,607","0,802","0,536"
3332,Capitão Enéas (MG),"0,639","0,573","0,806","0,565"
3333,Bandeirantes do Tocantins (TO),"0,638","0,570","0,797","0,571"
3334,Simão Pereira (MG),"0,638","0,645","0,843","0,478"
3335,São João Evangelista (MG),"0,638","0,620","0,806","0,520"
3336,Goianinha (RN),"0,638","0,619","0,783","0,537"
3337,Rio Maria (PA),"0,638","0,651","0,804","0,495"
3338,Palhano (CE),"0,638","0,572","0,723","0,628"
3339,Corumbataí do Sul (PR),"0,638","0,632","0,790","0,520"
3340,Carbonita (MG),"0,638","0,617","0,796","0,529"
3341,São Francisco (MG),"0,638","0,595","0,804","0,542"
3342,Palmeira dos Índios (AL),"0,638","0,625","0,794","0,523"
3343,Sabinópolis (MG),"0,638","0,637","0,812","0,502"
3344,Ibirapuitã (RS),"0,638","0,678","0,828","0,463"
3345,Vicente Dutra (RS),"0,638","0,656","0,809","0,489"
3346,Bernardo Sayão (TO),"0,638","0,606","0,748","0,573"
3347,Moeda (MG),"0,638","0,657","0,800","0,494"
3348,São Domingos das Dores (MG),"0,638","0,602","0,800","0,539"
3349,Beberibe (CE),"0,638","0,585","0,778","0,571"
3350,Umburatiba (MG),"0,638","0,599","0,815","0,531"
3351,Ministro Andreazza (RO),"0,638","0,647","0,776","0,518"
3352,Wanderlândia (TO),"0,638","0,619","0,748","0,561"
3353,Caraúbas (RN),"0,638","0,594","0,786","0,556"
3354,Jaíba (MG),"0,638","0,619","0,789","0,531"
3355,Alto Paraguai (MT),"0,638","0,612","0,784","0,541"
3356,Nossa Senhora do Livramento (MT),"0,638","0,600","0,820","0,529"
3357,Santo Amaro das Brotas (SE),"0,637","0,613","0,778","0,543"
3358,Pinheiro (MA),"0,637","0,579","0,771","0,579"
3359,Pedro Teixeira (MG),"0,637","0,587","0,794","0,555"
3360,Caculé (BA),"0,637","0,621","0,769","0,541"
3361,Guaramiranga (CE),"0,637","0,576","0,736","0,610"
3362,São Jerônimo da Serra (PR),"0,637","0,626","0,822","0,503"
3363,Capão Bonito do Sul (RS),"0,637","0,654","0,779","0,507"
3364,Santa Terezinha do Tocantins (TO),"0,637","0,583","0,758","0,584"
3365,Bonfim (MG),"0,637","0,669","0,834","0,464"
3366,Paula Cândido (MG),"0,637","0,632","0,823","0,497"
3367,Paracuru (CE),"0,637","0,597","0,746","0,581"
3368,Apuí (AM),"0,637","0,621","0,772","0,540"
3369,Irupi (ES),"0,637","0,658","0,798","0,493"
3370,Itanhém (BA),"0,637","0,624","0,790","0,525"
3371,Valente (BA),"0,637","0,623","0,729","0,568"
3372,Santa Bárbara do Tugúrio (MG),"0,637","0,616","0,810","0,517"
3373,Guarani de Goiás (GO),"0,637","0,569","0,814","0,557"
3374,Oratórios (MG),"0,637","0,627","0,824","0,500"
3375,Itaperuçu (PR),"0,637","0,654","0,779","0,507"
3376,Joaquim Felício (MG),"0,637","0,642","0,824","0,489"
3377,Capão do Leão (RS),"0,637","0,662","0,814","0,480"
3378,Uiraúna (PB),"0,636","0,612","0,797","0,528"
3379,Nova Lacerda (MT),"0,636","0,643","0,825","0,485"
3380,Sardoá (MG),"0,636","0,594","0,812","0,533"
3381,Felipe Guerra (RN),"0,636","0,582","0,768","0,575"
3382,Curionópolis (PA),"0,636","0,592","0,809","0,536"
3383,Tijucas do Sul (PR),"0,636","0,679","0,792","0,479"
3384,Almas (TO),"0,636","0,616","0,796","0,524"
3385,Olaria (MG),"0,636","0,638","0,823","0,490"
3386,Retirolândia (BA),"0,636","0,579","0,773","0,574"
3387,São José do Cerrito (SC),"0,636","0,618","0,827","0,503"
3388,Ibotirama (BA),"0,636","0,601","0,780","0,548"
3389,Orós (CE),"0,636","0,582","0,793","0,557"
3390,Pindoretama (CE),"0,636","0,581","0,754","0,588"
3391,Espigão Alto do Iguaçu (PR),"0,636","0,632","0,781","0,521"
3392,Dores de Guanhães (MG),"0,636","0,612","0,821","0,512"
3393,Candói (PR),"0,635","0,655","0,778","0,503"
3394,Oliveira Fortes (MG),"0,635","0,616","0,794","0,523"
3395,Cantagalo (PR),"0,635","0,638","0,768","0,522"
3396,Piripiri (PI),"0,635","0,621","0,775","0,533"
3397,Surubim (PE),"0,635","0,617","0,756","0,548"
3398,Terra Santa (PA),"0,635","0,602","0,763","0,558"
3399,Martins Soares (MG),"0,635","0,619","0,809","0,512"
3400,Santa Cruz (RN),"0,635","0,597","0,761","0,564"
3401,São José do Egito (PE),"0,635","0,602","0,769","0,554"
3402,Seabra (BA),"0,635","0,588","0,761","0,572"
3403,Chapada Gaúcha (MG),"0,635","0,573","0,820","0,546"
3404,Pacoti (CE),"0,635","0,571","0,773","0,580"
3405,Itueta (MG),"0,635","0,640","0,825","0,485"
3406,Tibau (RN),"0,635","0,627","0,769","0,530"
3407,Santa Rita do Novo Destino (GO),"0,634","0,639","0,820","0,487"
3408,Taguatinga (TO),"0,634","0,628","0,818","0,497"
3409,Caranaíba (MG),"0,634","0,593","0,807","0,533"
3410,Pombal (PB),"0,634","0,629","0,787","0,515"
3411,Paraipaba (CE),"0,634","0,574","0,738","0,602"
3412,Oeiras (PI),"0,634","0,619","0,753","0,547"
3413,Gramado Xavier (RS),"0,634","0,681","0,792","0,473"
3414,Novo Horizonte do Oeste (RO),"0,634","0,606","0,799","0,527"
3415,Vila Propício (GO),"0,634","0,629","0,802","0,505"
3416,Carolina (MA),"0,634","0,600","0,802","0,529"
3417,Itambé do Mato Dentro (MG),"0,634","0,605","0,823","0,513"
3418,Nova Roma (GO),"0,634","0,594","0,812","0,529"
3419,Porto Firme (MG),"0,634","0,615","0,804","0,516"
3420,Lagoa dos Patos (MG),"0,634","0,593","0,773","0,556"
3421,Serrinha (BA),"0,634","0,615","0,778","0,532"
3422,Gravatá (PE),"0,634","0,630","0,794","0,510"
3423,Santa Maria do Tocantins (TO),"0,634","0,600","0,784","0,543"
3424,Mundo Novo (GO),"0,634","0,642","0,812","0,488"
3425,Itagimirim (BA),"0,634","0,602","0,821","0,516"
3426,São João da Lagoa (MG),"0,634","0,575","0,813","0,546"
3427,Entre Folhas (MG),"0,634","0,617","0,792","0,521"
3428,Conceição da Feira (BA),"0,634","0,606","0,766","0,548"
3429,Itambacuri (MG),"0,634","0,616","0,784","0,527"
3430,Tuparetama (PE),"0,634","0,612","0,749","0,557"
3431,Conceição do Mato Dentro (MG),"0,634","0,622","0,794","0,517"
3432,Vargem Grande do Rio Pardo (MG),"0,634","0,563","0,811","0,559"
3433,Tarumirim (MG),"0,633","0,614","0,829","0,499"
3434,Tauá (CE),"0,633","0,585","0,773","0,560"
3435,Aral Moreira (MS),"0,633","0,628","0,798","0,507"
3436,Caiana (MG),"0,633","0,631","0,833","0,483"
3437,Groaíras (CE),"0,633","0,585","0,724","0,598"
3438,Bom Jesus da Lapa (BA),"0,633","0,615","0,775","0,533"
3439,Serranópolis de Minas (MG),"0,633","0,608","0,773","0,539"
3440,Urucânia (MG),"0,633","0,628","0,811","0,498"
3441,Alto Parnaíba (MA),"0,633","0,683","0,785","0,474"
3442,Pindaré-Mirim (MA),"0,633","0,568","0,755","0,592"
3443,Santana da Boa Vista (RS),"0,633","0,630","0,802","0,503"
3444,Itapissuma (PE),"0,633","0,589","0,764","0,564"
3445,Santo Antônio do Grama (MG),"0,633","0,626","0,823","0,493"
3446,Farias Brito (CE),"0,633","0,541","0,774","0,605"
3447,Minas Novas (MG),"0,633","0,600","0,802","0,528"
3448,Bocaina (PI),"0,632","0,614","0,773","0,532"
3449,Silves (AM),"0,632","0,546","0,791","0,584"
3450,Santo Antônio do Tauá (PA),"0,632","0,598","0,753","0,561"
3451,Rosário (MA),"0,632","0,566","0,752","0,592"
3452,Cruz (CE),"0,632","0,573","0,752","0,586"
3453,Independência (CE),"0,632","0,561","0,759","0,592"
3454,Escada (PE),"0,632","0,594","0,781","0,543"
3455,Dom Macedo Costa (BA),"0,632","0,598","0,795","0,531"
3456,Gandu (BA),"0,632","0,645","0,771","0,508"
3457,Lajedão (BA),"0,632","0,652","0,778","0,497"
3458,Rodelas (BA),"0,632","0,566","0,790","0,564"
3459,Córrego Novo (MG),"0,632","0,596","0,805","0,525"
3460,José Gonçalves de Minas (MG),"0,632","0,597","0,764","0,553"
3461,Presidente Bernardes (MG),"0,632","0,603","0,804","0,521"
3462,Riachinho (MG),"0,632","0,577","0,795","0,551"
3463,São Sebastião do Rio Preto (MG),"0,632","0,662","0,809","0,472"
3464,Simonésia (MG),"0,632","0,622","0,823","0,493"
3465,Veredinha (MG),"0,632","0,579","0,785","0,555"
3466,Divino de São Lourenço (ES),"0,632","0,622","0,819","0,496"
3467,Mato Rico (PR),"0,632","0,580","0,812","0,536"
3468,Miranda (MS),"0,632","0,638","0,782","0,507"
3469,Sinimbu (RS),"0,631","0,697","0,792","0,456"
3470,Pendências (RN),"0,631","0,633","0,753","0,526"
3471,Matipó (MG),"0,631","0,630","0,780","0,511"
3472,Ichu (BA),"0,631","0,580","0,771","0,562"
3473,Nova Olinda (TO),"0,631","0,614","0,765","0,535"
3474,Rosário do Catete (SE),"0,631","0,603","0,731","0,571"
3475,Campinaçu (GO),"0,631","0,644","0,819","0,476"
3476,Marianópolis do Tocantins (TO),"0,631","0,630","0,792","0,504"
3477,Sobradinho (BA),"0,631","0,605","0,748","0,555"
3478,Araguatins (TO),"0,631","0,604","0,793","0,525"
3479,Cantagalo (MG),"0,631","0,598","0,816","0,515"
3480,Desterro do Melo (MG),"0,631","0,618","0,809","0,503"
3481,Sobrália (MG),"0,631","0,611","0,805","0,510"
3482,Uruçuí (PI),"0,631","0,614","0,794","0,516"
3483,Redentora (RS),"0,631","0,606","0,792","0,523"
3484,Vargem Alegre (MG),"0,631","0,631","0,819","0,486"
3485,Jari (RS),"0,631","0,636","0,836","0,473"
3486,Senhora de Oliveira (MG),"0,631","0,603","0,801","0,521"
3487,Angical do Piauí (PI),"0,630","0,610","0,737","0,555"
3488,Ipiranga do Piauí (PI),"0,630","0,560","0,765","0,583"
3489,Campos Sales (CE),"0,630","0,584","0,769","0,556"
3490,Campina do Simão (PR),"0,630","0,598","0,792","0,527"
3491,Jangada (MT),"0,630","0,567","0,805","0,549"
3492,Penedo (AL),"0,630","0,602","0,774","0,536"
3493,Acaiaca (MG),"0,630","0,610","0,823","0,499"
3494,Ramilândia (PR),"0,630","0,639","0,802","0,489"
3495,Bonópolis (GO),"0,630","0,630","0,813","0,488"
3496,São Geraldo do Baixio (MG),"0,630","0,631","0,824","0,482"
3497,Nova Módica (MG),"0,630","0,610","0,779","0,527"
3498,Barra do Mendes (BA),"0,630","0,578","0,784","0,553"
3499,Santa Rita de Ibitipoca (MG),"0,630","0,625","0,793","0,505"
3500,Itinga do Maranhão (MA),"0,630","0,601","0,764","0,545"
3501,Bacabeira (MA),"0,629","0,558","0,768","0,580"
3502,Itaobim (MG),"0,629","0,613","0,787","0,516"
3503,Pentecoste (CE),"0,629","0,562","0,734","0,604"
3504,Belo Jardim (PE),"0,629","0,617","0,783","0,514"
3505,Dores do Turvo (MG),"0,629","0,613","0,829","0,490"
3506,Nova Cruz (RN),"0,629","0,589","0,788","0,537"
3507,Encanto (RN),"0,629","0,589","0,787","0,536"
3508,Várzea Alegre (CE),"0,629","0,569","0,759","0,576"
3509,Cândido de Abreu (PR),"0,629","0,643","0,783","0,494"
3510,Lassance (MG),"0,629","0,614","0,795","0,511"
3511,Reduto (MG),"0,629","0,647","0,801","0,480"
3512,Governador Edison Lobão (MA),"0,629","0,589","0,764","0,552"
3513,São João do Triunfo (PR),"0,629","0,655","0,801","0,475"
3514,Bodó (RN),"0,629","0,570","0,772","0,565"
3515,Piau (MG),"0,629","0,647","0,824","0,467"
3516,Rio Bonito do Iguaçu (PR),"0,629","0,631","0,792","0,498"
3517,Vargem (SC),"0,629","0,636","0,790","0,495"
3518,Turuçu (RS),"0,629","0,685","0,814","0,446"
3519,Cutias (AP),"0,628","0,576","0,760","0,566"
3520,Itacambira (MG),"0,628","0,570","0,791","0,550"
3521,Riachão do Jacuípe (BA),"0,628","0,588","0,755","0,559"
3522,Abaiara (CE),"0,628","0,540","0,748","0,612"
3523,Acorizal (MT),"0,628","0,594","0,816","0,510"
3524,Santana de Pirapama (MG),"0,628","0,617","0,816","0,493"
3525,Serra Branca (PB),"0,628","0,598","0,770","0,537"
3526,Berilo (MG),"0,628","0,580","0,816","0,524"
3527,Monteiro (PB),"0,628","0,625","0,709","0,558"
3528,Colônia do Gurguéia (PI),"0,628","0,578","0,778","0,550"
3529,São Francisco do Oeste (RN),"0,628","0,581","0,779","0,547"
3530,Abaetetuba (PA),"0,628","0,579","0,798","0,537"
3531,Palmeiras do Tocantins (TO),"0,628","0,586","0,810","0,522"
3532,Milagres (CE),"0,628","0,561","0,777","0,569"
3533,Jordânia (MG),"0,628","0,613","0,797","0,506"
3534,Lagoa Seca (PB),"0,627","0,621","0,769","0,516"
3535,Itamaraju (BA),"0,627","0,641","0,767","0,502"
3536,Cairu (BA),"0,627","0,600","0,807","0,510"
3537,Pedra Azul (MG),"0,627","0,596","0,797","0,518"
3538,Peçanha (MG),"0,627","0,630","0,787","0,497"
3539,Pavão (MG),"0,627","0,599","0,813","0,507"
3540,Pequizeiro (TO),"0,627","0,589","0,806","0,518"
3541,Santa Rita (PB),"0,627","0,597","0,774","0,534"
3542,Santa Teresinha (PB),"0,627","0,586","0,820","0,513"
3543,Sumé (PB),"0,627","0,602","0,765","0,534"
3544,Espinosa (MG),"0,627","0,582","0,804","0,526"
3545,Bugre (MG),"0,627","0,602","0,800","0,511"
3546,Santa Bárbara do Pará (PA),"0,627","0,575","0,784","0,546"
3547,Vale do Paraíso (RO),"0,627","0,641","0,792","0,485"
3548,Lambari D'Oeste (MT),"0,627","0,670","0,787","0,467"
3549,Simplício Mendes (PI),"0,627","0,613","0,767","0,525"
3550,Axixá do Tocantins (TO),"0,627","0,595","0,733","0,566"
3551,Baixio (CE),"0,627","0,563","0,763","0,575"
3552,São Gonçalo dos Campos (BA),"0,627","0,636","0,752","0,516"
3553,Cachoeirinha (TO),"0,627","0,548","0,762","0,590"
3554,Itaverava (MG),"0,627","0,613","0,811","0,496"
3555,Lagoa da Confusão (TO),"0,627","0,630","0,787","0,496"
3556,Riacho dos Machados (MG),"0,627","0,557","0,808","0,547"
3557,Coronel Murta (MG),"0,627","0,578","0,784","0,543"
3558,Buriti do Tocantins (TO),"0,627","0,575","0,713","0,601"
3559,Cuparaque (MG),"0,627","0,621","0,798","0,497"
3560,Cedro (CE),"0,627","0,592","0,753","0,553"
3561,Itaitinga (CE),"0,626","0,583","0,768","0,548"
3562,Coroaci (MG),"0,626","0,613","0,811","0,493"
3563,Piedade dos Gerais (MG),"0,626","0,645","0,840","0,453"
3564,Várzea (RN),"0,626","0,577","0,771","0,552"
3565,Senhora dos Remédios (MG),"0,626","0,578","0,776","0,548"
3566,Campo Redondo (RN),"0,626","0,554","0,758","0,584"
3567,Raposa (MA),"0,626","0,568","0,735","0,587"
3568,Tumiritinga (MG),"0,626","0,615","0,827","0,482"
3569,Floresta (PE),"0,626","0,588","0,775","0,538"
3570,Pocrane (MG),"0,626","0,614","0,799","0,500"
3571,Coruripe (AL),"0,626","0,591","0,769","0,541"
3572,Bonfim (RR),"0,626","0,597","0,809","0,509"
3573,Joanésia (MG),"0,626","0,616","0,803","0,495"
3574,Mambaí (GO),"0,626","0,610","0,816","0,494"
3575,Mendes Pimentel (MG),"0,626","0,617","0,768","0,518"
3576,Redenção (CE),"0,626","0,567","0,750","0,577"
3577,Muribeca (SE),"0,626","0,575","0,771","0,554"
3578,Guamaré (RN),"0,626","0,632","0,769","0,505"
3579,Serra da Raiz (PB),"0,626","0,570","0,792","0,544"
3580,Olhos-D'Água (MG),"0,626","0,607","0,812","0,498"
3581,São Sebastião do Oeste (MG),"0,626","0,678","0,832","0,434"
3582,Arari (MA),"0,626","0,587","0,764","0,546"
3583,Santo Estêvão (BA),"0,626","0,611","0,808","0,498"
3584,Pedra Branca do Amapari (AP),"0,626","0,628","0,779","0,502"
3585,Santa Leopoldina (ES),"0,626","0,646","0,797","0,477"
3586,Milhã (CE),"0,626","0,560","0,784","0,558"
3587,Santa Cruz do Escalvado (MG),"0,625","0,618","0,815","0,485"
3588,Guimarães (MA),"0,625","0,535","0,772","0,592"
3589,Caetité (BA),"0,625","0,631","0,801","0,484"
3590,Alto Paraíso (RO),"0,625","0,664","0,804","0,457"
3591,São João do Pacuí (MG),"0,625","0,606","0,798","0,504"
3592,Mâncio Lima (AC),"0,625","0,580","0,770","0,546"
3593,Ibicaraí (BA),"0,625","0,609","0,764","0,524"
3594,Brás Pires (MG),"0,625","0,582","0,801","0,523"
3595,Gurjão (PB),"0,625","0,576","0,729","0,581"
3596,Amargosa (BA),"0,625","0,616","0,807","0,492"
