Ranking IDHM 2010,Município,IDHM 2010,"IDHM 
Renda 
2010",IDHM Longevidade 2010,IDHM Educação 2010
4431,Paulo Jacinto (AL),"0,589","0,551","0,732","0,507"
4432,Monte Alegre (PA),"0,589","0,541","0,764","0,495"
4433,Frei Paulo (SE),"0,589","0,623","0,768","0,428"
4434,Uruará (PA),"0,589","0,609","0,798","0,420"
4435,Paraná (RN),"0,589","0,532","0,776","0,496"
4436,Tocantínia (TO),"0,589","0,570","0,782","0,459"
4437,Palestina do Pará (PA),"0,589","0,574","0,761","0,467"
4438,Piranhas (AL),"0,589","0,563","0,786","0,462"
4439,Olho D'Água das Cunhãs (MA),"0,589","0,551","0,754","0,491"
4440,Carnaubais (RN),"0,589","0,583","0,738","0,476"
4441,São Pedro (RN),"0,589","0,574","0,794","0,449"
4442,Itagibá (BA),"0,589","0,566","0,770","0,469"
4443,Bom Jesus do Tocantins (PA),"0,589","0,601","0,777","0,437"
4444,Luís Domingues (MA),"0,588","0,541","0,734","0,512"
4445,Afrânio (PE),"0,588","0,542","0,761","0,493"
4446,Carira (SE),"0,588","0,581","0,791","0,442"
4447,Caldeirão Grande do Piauí (PI),"0,588","0,561","0,744","0,486"
4448,Assis Brasil (AC),"0,588","0,578","0,770","0,456"
4449,São Domingos (SE),"0,588","0,572","0,756","0,471"
4450,Pedrão (BA),"0,588","0,534","0,775","0,490"
4451,Ataléia (MG),"0,588","0,592","0,813","0,423"
4452,Belterra (PA),"0,588","0,548","0,775","0,478"
4453,Morrinhos (CE),"0,588","0,524","0,760","0,511"
4454,Colônia do Piauí (PI),"0,588","0,570","0,772","0,462"
4455,Tailândia (PA),"0,588","0,583","0,776","0,450"
4456,Morro do Chapéu (BA),"0,588","0,554","0,766","0,478"
4457,Paranhos (MS),"0,588","0,566","0,811","0,444"
4458,Andorinha (BA),"0,588","0,586","0,731","0,474"
4459,Boca do Acre (AM),"0,588","0,576","0,777","0,455"
4460,Aramari (BA),"0,588","0,568","0,761","0,470"
4461,Urbano Santos (MA),"0,588","0,506","0,770","0,522"
4462,Feira da Mata (BA),"0,588","0,527","0,763","0,505"
4463,Camocim de São Félix (PE),"0,588","0,585","0,738","0,472"
4464,Urucurituba (AM),"0,588","0,538","0,776","0,487"
4465,Santa Luz (PI),"0,588","0,539","0,768","0,490"
4466,Maués (AM),"0,588","0,549","0,800","0,464"
4467,Santana do Acaraú (CE),"0,587","0,536","0,755","0,500"
4468,Castelo do Piauí (PI),"0,587","0,566","0,754","0,473"
4469,São Francisco (SE),"0,587","0,564","0,732","0,490"
4470,Pé de Serra (BA),"0,587","0,558","0,779","0,465"
4471,Guaraqueçaba (PR),"0,587","0,587","0,792","0,434"
4472,Dom Feliciano (RS),"0,587","0,633","0,818","0,390"
4473,Nossa Senhora da Glória (SE),"0,587","0,591","0,750","0,456"
4474,Paulista (PB),"0,587","0,587","0,747","0,461"
4475,Moita Bonita (SE),"0,587","0,596","0,792","0,429"
4476,Malhador (SE),"0,587","0,587","0,781","0,442"
4477,Wagner (BA),"0,587","0,573","0,737","0,479"
4478,Monte Horebe (PB),"0,587","0,579","0,755","0,463"
4479,Umirim (CE),"0,587","0,514","0,751","0,524"
4480,Presidente Vargas (MA),"0,587","0,470","0,768","0,560"
4481,Caiçara do Rio do Vento (RN),"0,587","0,553","0,734","0,499"
4482,Coronel Ezequiel (RN),"0,587","0,545","0,778","0,476"
4483,Joaíma (MG),"0,587","0,572","0,789","0,448"
4484,Tupiratins (TO),"0,587","0,601","0,791","0,425"
4485,Cachoeira dos Índios (PB),"0,587","0,583","0,766","0,453"
4486,Montezuma (MG),"0,587","0,587","0,809","0,425"
4487,Santarém Novo (PA),"0,587","0,520","0,774","0,502"
4488,Canarana (BA),"0,587","0,555","0,734","0,496"
4489,Nova União (RO),"0,587","0,608","0,753","0,442"
4490,Vera Cruz (RN),"0,587","0,558","0,735","0,494"
4491,Candeal (BA),"0,587","0,554","0,787","0,465"
4492,Poço Branco (RN),"0,587","0,562","0,766","0,471"
4493,Santa Teresinha (BA),"0,587","0,549","0,804","0,459"
4494,Nova Mamoré (RO),"0,587","0,619","0,769","0,424"
4495,Viçosa (AL),"0,586","0,554","0,758","0,478"
4496,Laje (BA),"0,586","0,548","0,764","0,480"
4497,Coari (AM),"0,586","0,606","0,780","0,425"
4498,Nhamundá (AM),"0,586","0,513","0,779","0,503"
4499,Nossa Senhora de Nazaré (PI),"0,586","0,557","0,780","0,462"
4500,Miguel Calmon (BA),"0,586","0,571","0,745","0,472"
4501,Ibiara (PB),"0,586","0,548","0,768","0,479"
4502,Porto Calvo (AL),"0,586","0,558","0,723","0,498"
4503,Tavares (PB),"0,586","0,560","0,777","0,462"
4504,Serra Grande (PB),"0,586","0,549","0,745","0,491"
4505,Tomé-Açu (PA),"0,586","0,596","0,798","0,424"
4506,Esperantinópolis (MA),"0,586","0,561","0,713","0,503"
4507,Campo Formoso (BA),"0,586","0,566","0,749","0,475"
4508,Itaquitinga (PE),"0,586","0,554","0,715","0,509"
4509,Varzedo (BA),"0,586","0,581","0,753","0,461"
4510,Chaval (CE),"0,586","0,524","0,716","0,536"
4511,Barreiros (PE),"0,586","0,561","0,730","0,491"
4512,Coqueiro Seco (AL),"0,586","0,582","0,757","0,457"
4513,Sussuapara (PI),"0,586","0,563","0,749","0,476"
4514,Palmas de Monte Alto (BA),"0,586","0,561","0,777","0,462"
4515,São Tomé (RN),"0,585","0,565","0,770","0,461"
4516,Alto Longá (PI),"0,585","0,567","0,751","0,470"
4517,Ibitiara (BA),"0,585","0,550","0,744","0,490"
4518,Baixa Grande (BA),"0,585","0,549","0,775","0,471"
4519,Nacip Raydan (MG),"0,585","0,640","0,831","0,377"
4520,Lagoa Nova (RN),"0,585","0,542","0,764","0,483"
4521,Olho-D'Água do Borges (RN),"0,585","0,577","0,719","0,482"
4522,Central do Maranhão (MA),"0,585","0,503","0,713","0,557"
4523,São Caetano de Odivelas (PA),"0,585","0,552","0,767","0,473"
4524,Rio Tinto (PB),"0,585","0,562","0,742","0,480"
4525,Crisólita (MG),"0,585","0,579","0,799","0,432"
4526,Cícero Dantas (BA),"0,585","0,590","0,712","0,477"
4527,Nina Rodrigues (MA),"0,585","0,474","0,774","0,547"
4528,Granjeiro (CE),"0,585","0,533","0,715","0,526"
4529,Sairé (PE),"0,585","0,581","0,784","0,440"
4530,Laranjal (PR),"0,585","0,581","0,790","0,436"
4531,Solidão (PE),"0,585","0,547","0,755","0,485"
4532,Caraúbas (PB),"0,585","0,580","0,710","0,485"
4533,Xique-Xique (BA),"0,585","0,563","0,741","0,479"
4534,Choró (CE),"0,585","0,493","0,778","0,523"
4535,Curral de Dentro (MG),"0,585","0,571","0,759","0,462"
4536,Sento Sé (BA),"0,585","0,535","0,778","0,480"
4537,Mamanguape (PB),"0,585","0,585","0,756","0,453"
4538,Alegrete do Piauí (PI),"0,585","0,564","0,749","0,475"
4539,Afonso Bezerra (RN),"0,585","0,560","0,713","0,502"
4540,Verdelândia (MG),"0,584","0,542","0,797","0,462"
4541,Tejuçuoca (CE),"0,584","0,517","0,742","0,520"
4542,Nova Iorque (MA),"0,584","0,558","0,729","0,489"
4543,Santo Antônio de Lisboa (PI),"0,584","0,597","0,704","0,473"
4544,Juarina (TO),"0,584","0,563","0,742","0,478"
4545,Parari (PB),"0,584","0,583","0,733","0,467"
4546,Matriz de Camaragibe (AL),"0,584","0,541","0,777","0,473"
4547,Riacho da Cruz (RN),"0,584","0,545","0,751","0,487"
4548,Landri Sales (PI),"0,584","0,563","0,738","0,480"
4549,Lajedo do Tabocal (BA),"0,584","0,545","0,764","0,479"
4550,Tabocas do Brejo Velho (BA),"0,584","0,530","0,764","0,492"
4551,Itanagra (BA),"0,584","0,577","0,796","0,433"
4552,Umbuzeiro (PB),"0,584","0,545","0,712","0,514"
4553,Ibipitanga (BA),"0,584","0,553","0,757","0,475"
4554,Ibicuí (BA),"0,584","0,586","0,780","0,435"
4555,Érico Cardoso (BA),"0,584","0,558","0,758","0,471"
4556,Cavalcante (GO),"0,584","0,595","0,808","0,415"
4557,Vale do Anari (RO),"0,584","0,626","0,756","0,421"
4558,Cafarnaum (BA),"0,584","0,554","0,734","0,490"
4559,São Francisco do Brejão (MA),"0,584","0,556","0,748","0,479"
4560,Feira Nova (SE),"0,584","0,546","0,773","0,473"
4561,Bom Jesus (RN),"0,584","0,583","0,743","0,460"
4562,Canavieira (PI),"0,583","0,525","0,778","0,485"
4563,Carnaíba (PE),"0,583","0,540","0,727","0,505"
4564,Capitão de Campos (PI),"0,583","0,552","0,773","0,465"
4565,Senador Elói de Souza (RN),"0,583","0,523","0,752","0,504"
4566,Cristália (MG),"0,583","0,518","0,795","0,482"
4567,Jacaré dos Homens (AL),"0,583","0,543","0,759","0,481"
4568,Buritirana (MA),"0,583","0,540","0,725","0,505"
4569,Felisburgo (MG),"0,583","0,577","0,744","0,462"
4570,Coluna (MG),"0,583","0,590","0,782","0,430"
4571,Pinhão (SE),"0,583","0,580","0,711","0,480"
4572,Lagoa do Piauí (PI),"0,583","0,548","0,778","0,464"
4573,Aiquara (BA),"0,583","0,573","0,733","0,471"
4574,Cabeceiras do Piauí (PI),"0,583","0,540","0,769","0,476"
4575,Logradouro (PB),"0,583","0,544","0,776","0,470"
4576,Paramoti (CE),"0,583","0,515","0,741","0,518"
4577,Lucena (PB),"0,583","0,577","0,734","0,469"
4578,Aroazes (PI),"0,583","0,563","0,752","0,468"
4579,São João da Ponta (PA),"0,583","0,522","0,767","0,495"
4580,Pedro Avelino (RN),"0,583","0,577","0,788","0,435"
4581,Itaueira (PI),"0,583","0,594","0,727","0,460"
4582,Macambira (SE),"0,583","0,573","0,728","0,474"
4583,Dois Irmãos do Tocantins (TO),"0,583","0,551","0,813","0,442"
4584,Pau Brasil (BA),"0,583","0,580","0,727","0,470"
4585,Praia Norte (TO),"0,583","0,526","0,730","0,517"
4586,Floresta do Araguaia (PA),"0,583","0,573","0,792","0,437"
4587,São José da Safira (MG),"0,583","0,600","0,765","0,432"
4588,Itacaré (BA),"0,583","0,594","0,807","0,413"
4589,Santa Bárbara (BA),"0,583","0,554","0,775","0,462"
4590,Condeúba (BA),"0,582","0,559","0,789","0,447"
4591,Aricanduva (MG),"0,582","0,553","0,787","0,454"
4592,Loreto (MA),"0,582","0,516","0,771","0,495"
4593,Maracaçumé (MA),"0,582","0,546","0,719","0,501"
4594,São Domingos do Maranhão (MA),"0,582","0,549","0,713","0,504"
4595,Ubaíra (BA),"0,582","0,581","0,759","0,447"
4596,Catolândia (BA),"0,582","0,554","0,786","0,452"
4597,Vertentes (PE),"0,582","0,602","0,728","0,450"
4598,Alhandra (PB),"0,582","0,544","0,778","0,465"
4599,Alagoa Grande (PB),"0,582","0,576","0,797","0,430"
4600,Itatim (BA),"0,582","0,550","0,782","0,459"
4601,Serra de São Bento (RN),"0,582","0,551","0,741","0,482"
4602,Medicilândia (PA),"0,582","0,605","0,800","0,408"
4603,Curuçá (PA),"0,582","0,542","0,758","0,480"
4604,Isaías Coelho (PI),"0,582","0,628","0,767","0,410"
4605,Lagoa Salgada (RN),"0,582","0,551","0,771","0,464"
4606,Júlio Borges (PI),"0,582","0,500","0,777","0,508"
4607,Iracema (RR),"0,582","0,560","0,810","0,434"
4608,Rubelita (MG),"0,582","0,552","0,808","0,443"
4609,Bento Fernandes (RN),"0,582","0,542","0,737","0,494"
4610,Manicoré (AM),"0,582","0,580","0,747","0,456"
4611,São João da Serra (PI),"0,582","0,545","0,757","0,478"
4612,Mombaça (CE),"0,582","0,549","0,735","0,489"
4613,Acajutiba (BA),"0,582","0,560","0,723","0,487"
4614,Baía da Traição (PB),"0,581","0,541","0,731","0,495"
4615,Darcinópolis (TO),"0,581","0,597","0,764","0,429"
4616,Vila Nova dos Martírios (MA),"0,581","0,555","0,718","0,491"
4617,Curaçá (BA),"0,581","0,544","0,778","0,463"
4618,São Sebastião do Maranhão (MG),"0,581","0,564","0,816","0,427"
4619,Mata Verde (MG),"0,581","0,581","0,749","0,450"
4620,Anapurus (MA),"0,581","0,511","0,764","0,502"
4621,Mascote (BA),"0,581","0,567","0,744","0,464"
4622,Cabaceiras do Paraguaçu (BA),"0,581","0,525","0,763","0,490"
4623,Poranga (CE),"0,581","0,527","0,746","0,500"
4624,Anajatuba (MA),"0,581","0,523","0,762","0,492"
4625,Tenório (PB),"0,581","0,565","0,707","0,490"
4626,Aracatu (BA),"0,581","0,591","0,754","0,439"
4627,São Sebastião do Umbuzeiro (PB),"0,581","0,561","0,763","0,459"
4628,Nova Ipixuna (PA),"0,581","0,590","0,766","0,435"
4629,Lima Campos (MA),"0,581","0,578","0,705","0,481"
4630,Sigefredo Pacheco (PI),"0,581","0,518","0,764","0,496"
4631,Lago do Junco (MA),"0,581","0,537","0,741","0,492"
4632,Camacan (BA),"0,581","0,608","0,768","0,419"
4633,São José do Brejo do Cruz (PB),"0,581","0,535","0,776","0,473"
4634,Nova Olinda do Maranhão (MA),"0,581","0,536","0,755","0,484"
4635,Peixe-Boi (PA),"0,581","0,543","0,754","0,478"
4636,Moraújo (CE),"0,581","0,495","0,768","0,516"
4637,Congo (PB),"0,581","0,562","0,731","0,477"
4638,Limoeiro de Anadia (AL),"0,580","0,575","0,742","0,457"
4639,Fervedouro (MG),"0,580","0,583","0,796","0,420"
4640,Paraibano (MA),"0,580","0,572","0,723","0,473"
4641,Indiaroba (SE),"0,580","0,533","0,772","0,475"
4642,Tamboril (CE),"0,580","0,526","0,779","0,476"
4643,Jaguaquara (BA),"0,580","0,586","0,747","0,446"
4644,Maurilândia do Tocantins (TO),"0,580","0,542","0,724","0,498"
4645,Amaraji (PE),"0,580","0,575","0,748","0,454"
4646,Fortuna (MA),"0,580","0,558","0,706","0,494"
4647,São Francisco (PB),"0,580","0,560","0,726","0,481"
4648,São Bento (PB),"0,580","0,597","0,769","0,424"
4649,Ibirajuba (PE),"0,580","0,545","0,753","0,476"
4650,Ponto Novo (BA),"0,580","0,539","0,762","0,475"
4651,Desterro (PB),"0,580","0,551","0,724","0,490"
4652,Elesbão Veloso (PI),"0,580","0,573","0,758","0,450"
4653,Primavera (PE),"0,580","0,572","0,767","0,444"
4654,Tanque do Piauí (PI),"0,579","0,553","0,704","0,499"
4655,Cordeiros (BA),"0,579","0,561","0,763","0,454"
4656,Umbaúba (SE),"0,579","0,567","0,719","0,476"
4657,Juarez Távora (PB),"0,579","0,544","0,768","0,465"
4658,São Desidério (BA),"0,579","0,584","0,742","0,449"
4659,Cachoeirinha (PE),"0,579","0,587","0,753","0,439"
4660,Pilar (PB),"0,579","0,544","0,775","0,461"
4661,Sucupira do Norte (MA),"0,579","0,526","0,731","0,505"
4662,Areia Branca (SE),"0,579","0,579","0,773","0,434"
4663,Remanso (BA),"0,579","0,569","0,757","0,451"
4664,Banzaê (BA),"0,579","0,539","0,769","0,468"
4665,Lagoa do Tocantins (TO),"0,579","0,543","0,758","0,471"
4666,Ipaporanga (CE),"0,579","0,502","0,766","0,506"
4667,Cipotânea (MG),"0,579","0,592","0,750","0,437"
4668,Tucano (BA),"0,579","0,596","0,712","0,458"
4669,Canguaretama (RN),"0,579","0,557","0,718","0,486"
4670,Aparecida (PB),"0,578","0,567","0,747","0,456"
4671,Belém de Maria (PE),"0,578","0,537","0,749","0,479"
4672,Machados (PE),"0,578","0,541","0,767","0,466"
4673,Alcantil (PB),"0,578","0,550","0,765","0,458"
4674,Taperoá (PB),"0,578","0,564","0,749","0,456"
4675,Caririaçu (CE),"0,578","0,549","0,730","0,483"
4676,Baião (PA),"0,578","0,538","0,770","0,467"
4677,Curuá (PA),"0,578","0,501","0,780","0,495"
4678,Piritiba (BA),"0,578","0,566","0,760","0,449"
4679,Belém do Brejo do Cruz (PB),"0,578","0,550","0,779","0,451"
4680,Riachão das Neves (BA),"0,578","0,527","0,779","0,471"
4681,Alvorada do Gurguéia (PI),"0,578","0,520","0,749","0,496"
4682,Aquidabã (SE),"0,578","0,573","0,747","0,452"
4683,São José do Bonfim (PB),"0,578","0,549","0,713","0,493"
4684,Cachoeira de Pajeú (MG),"0,578","0,563","0,771","0,444"
4685,Monte Alegre do Piauí (PI),"0,578","0,531","0,768","0,474"
4686,Terra Nova (BA),"0,578","0,581","0,700","0,474"
4687,Firmino Alves (BA),"0,578","0,596","0,699","0,464"
4688,Malhada de Pedras (BA),"0,578","0,549","0,747","0,471"
4689,Itamari (BA),"0,578","0,595","0,713","0,454"
4690,Coronel João Pessoa (RN),"0,578","0,549","0,748","0,471"
4691,Itambé (BA),"0,578","0,589","0,750","0,436"
4692,Bacuri (MA),"0,578","0,540","0,737","0,484"
4693,Antônio Martins (RN),"0,578","0,554","0,760","0,458"
4694,Quixabeira (BA),"0,578","0,547","0,753","0,469"
4695,Cametá (PA),"0,577","0,538","0,754","0,474"
4696,Primavera (PA),"0,577","0,571","0,772","0,435"
4697,Brasileira (PI),"0,577","0,572","0,752","0,446"
4698,Francisco Ayres (PI),"0,577","0,565","0,756","0,450"
4699,Tanhaçu (BA),"0,577","0,565","0,772","0,440"
4700,Barra D'Alcântara (PI),"0,577","0,526","0,777","0,471"
4701,São Sebastião do Uatumã (AM),"0,577","0,561","0,739","0,464"
4702,Quixaba (PE),"0,577","0,530","0,752","0,482"
4703,Santa Cruz de Salinas (MG),"0,577","0,548","0,757","0,463"
4704,Gracho Cardoso (SE),"0,577","0,562","0,729","0,468"
4705,Contendas do Sincorá (BA),"0,577","0,579","0,695","0,477"
4706,Vereda (BA),"0,577","0,568","0,777","0,436"
4707,Santa Cruz dos Milagres (PI),"0,577","0,524","0,719","0,509"
4708,Barra do Rocha (BA),"0,577","0,585","0,705","0,465"
4709,Nossa Senhora Aparecida (SE),"0,577","0,577","0,774","0,430"
4710,Autazes (AM),"0,577","0,539","0,799","0,446"
4711,Ibaretama (CE),"0,577","0,517","0,759","0,489"
4712,Paripiranga (BA),"0,577","0,567","0,717","0,472"
4713,União (PI),"0,577","0,542","0,781","0,453"
4714,Pindobaçu (BA),"0,577","0,527","0,757","0,482"
4715,São José de Espinharas (PB),"0,577","0,543","0,790","0,448"
4716,Barra de Guabiraba (PE),"0,577","0,558","0,726","0,474"
4717,Mar Vermelho (AL),"0,577","0,540","0,766","0,465"
4718,João Alfredo (PE),"0,576","0,569","0,720","0,466"
4719,Itaubal (AP),"0,576","0,528","0,758","0,477"
4720,Ibirataia (BA),"0,576","0,571","0,789","0,424"
4721,Goiatins (TO),"0,576","0,541","0,765","0,462"
4722,Olho D'Água do Piauí (PI),"0,576","0,537","0,746","0,477"
4723,Irajuba (BA),"0,576","0,544","0,776","0,453"
4724,Canto do Buriti (PI),"0,576","0,571","0,724","0,462"
4725,Carinhanha (BA),"0,576","0,525","0,763","0,477"
4726,Nazaré do Piauí (PI),"0,576","0,531","0,707","0,510"
4727,Exu (PE),"0,576","0,543","0,775","0,454"
4728,Maiquinique (BA),"0,576","0,586","0,690","0,472"
4729,Rio do Antônio (BA),"0,576","0,555","0,740","0,465"
4730,Frei Miguelinho (PE),"0,576","0,575","0,758","0,438"
4731,Riachão (MA),"0,576","0,572","0,757","0,442"
4732,Tarrafas (CE),"0,576","0,529","0,751","0,482"
4733,Pirapemas (MA),"0,576","0,501","0,741","0,514"
4734,Alagoa Nova (PB),"0,576","0,567","0,749","0,451"
4735,Coroatá (MA),"0,576","0,545","0,737","0,475"
4736,Bela Vista do Piauí (PI),"0,576","0,520","0,709","0,519"
4737,Gongogi (BA),"0,576","0,543","0,773","0,456"
4738,Água Boa (MG),"0,576","0,594","0,799","0,403"
4739,Poção de Pedras (MA),"0,576","0,543","0,732","0,481"
4740,Porto Acre (AC),"0,576","0,593","0,771","0,418"
4741,Vila Flor (RN),"0,576","0,561","0,722","0,471"
4742,Piripá (BA),"0,575","0,547","0,768","0,453"
4743,Saboeiro (CE),"0,575","0,533","0,715","0,499"
4744,Montes Altos (MA),"0,575","0,534","0,732","0,486"
4745,Belo Campo (BA),"0,575","0,562","0,760","0,444"
4746,Jupi (PE),"0,575","0,560","0,698","0,487"
4747,Parnaguá (PI),"0,575","0,526","0,777","0,464"
4748,Junqueiro (AL),"0,575","0,586","0,714","0,454"
4749,Mocajuba (PA),"0,575","0,539","0,754","0,467"
4750,Jaqueira (PE),"0,575","0,557","0,751","0,454"
4751,Paes Landim (PI),"0,575","0,537","0,721","0,492"
4752,Itambé (PE),"0,575","0,566","0,727","0,463"
4753,Botuporã (BA),"0,575","0,543","0,754","0,464"
4754,Simões (PI),"0,575","0,560","0,771","0,440"
4755,Capixaba (AC),"0,575","0,601","0,794","0,398"
4756,Abaré (BA),"0,575","0,533","0,776","0,460"
4757,Barra da Estiva (BA),"0,575","0,566","0,717","0,469"
4758,Aratuípe (BA),"0,575","0,570","0,753","0,443"
4759,Jitaúna (BA),"0,575","0,563","0,704","0,479"
4760,Chã Preta (AL),"0,575","0,537","0,737","0,481"
4761,Boa Hora (PI),"0,575","0,534","0,772","0,460"
4762,Olinda Nova do Maranhão (MA),"0,575","0,495","0,724","0,531"
4763,Várzea do Poço (BA),"0,575","0,581","0,707","0,462"
4764,Riachão (PB),"0,574","0,515","0,763","0,481"
4765,Baraúna (RN),"0,574","0,562","0,756","0,446"
4766,Santa Inês (BA),"0,574","0,571","0,704","0,470"
4767,Igrapiúna (BA),"0,574","0,565","0,789","0,424"
4768,Brejinho (PE),"0,574","0,563","0,681","0,493"
4769,Pedra Lavrada (PB),"0,574","0,564","0,733","0,458"
4770,São Félix do Tocantins (TO),"0,574","0,550td>","0,771","0,446"
4771,Santo Antônio do Jacinto (MG),"0,574","0,575","0,772","0,427"
4772,Carutapera (MA),"0,574","0,533","0,747","0,476"
4773,Buriti dos Montes (PI),"0,574","0,527","0,780","0,460"
4774,Maragogi (AL),"0,574","0,556","0,766","0,443"
4775,Iaçu (BA),"0,574","0,588","0,697","0,461"
4776,Pau D'Arco (PA),"0,574","0,571","0,748","0,443"
4777,Catingueira (PB),"0,574","0,553","0,753","0,455"
4778,Januário Cicco (RN),"0,574","0,511","0,771","0,481"
4779,Pindoba (AL),"0,574","0,579","0,703","0,465"
4780,Benjamin Constant (AM),"0,574","0,526","0,763","0,471"
4781,Santana do Piauí (PI),"0,574","0,539","0,736","0,476"
4782,Mogeiro (PB),"0,574","0,538","0,732","0,481"
4783,Caiçara do Norte (RN),"0,574","0,572","0,727","0,454"
4784,Bonito de Santa Fé (PB),"0,574","0,564","0,786","0,427"
4785,Barreirinha (AM),"0,574","0,469","0,774","0,522"
4786,Manoel Emídio (PI),"0,573","0,534","0,758","0,466"
4787,Ipueiras (CE),"0,573","0,534","0,735","0,479"
4788,Pedra Bonita (MG),"0,573","0,557","0,740","0,457"
4789,São José da Laje (AL),"0,573","0,574","0,755","0,434"
4790,São Sebastião do Tocantins (TO),"0,573","0,516","0,748","0,487"
